MAKHACHHANG,PHUONGXA,QUANHUYEN,LOAIDICHVU,LOAIKHACHHANG,SODICHVU,SOLANBAOHONG,SOLANGOIKIEMBAOHONG,SOLANBAOHONGHAILONG,SOLANBAOHONGKHONGHAILONG,KHAOSATLAPMOI,KHAOSATLAPMOIHAILONG,KHAOSATLAPMOIKHONGHAILONG,SOLANCHAMSOC,SOLANTAMNGUNG,SOTHANGSUDUNGDICHVU,GIADICHVU,KHONGPHATSINHLUULUONG,HINHTHUCTHANHTOAN,DIEMTINNHIEM,THANHLY
658364,Phường An Cư,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,56,0
658231,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
655057,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,6,0,70,0
656540,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,6,0,72,0
658851,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,1,0,1,4,0,5,50000,0,0,72,0
589611,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,1,0,64,0
659035,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,0,1,72,0
659083,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,1,1,72,0
585688,Phường Thới Thuận,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,1,0,40,0
588924,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,0,0,72,0
658650,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,57,0
655362,Phường Lê Bình,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,5,0,72,0
658026,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,4,0,64,0
660166,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
660196,Phường Châu Văn Liêm,OMN,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,4,0,72,0
590225,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,4,0,72,0
660608,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,0,0,70,0
658577,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,2,0,72,0
657682,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,70,0
653926,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,2,0,70,0
590066,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
659807,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,64,0
587439,Xã Trường Thắng,TLI,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,0,72,0
588564,Phường Bùi Hữu Nghĩa,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,68182,6,0,72,0
622040,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,3,1,6,50000,3,0,46,0
661044,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,2,0,70,0
660559,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,4,0,72,0
588363,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,2,0,64,0
640811,Xã Thới Đông,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
660656,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,2,0,72,0
587269,Phường Thới Thuận,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,50000,0,0,66,0
584941,Phường Tân Phú,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
586065,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,4,0,40,0
589686,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
589779,Xã Đông Thuận,TLI,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,64,0
585011,Phường Hưng Thạnh,CRG,Fiber,0,5,0,0,0,0,1,0,1,0,0,7,236363,0,0,40,0
585095,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,81818,0,0,46,0
585100,Phường An Phú,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,81818,4,0,40,0
585155,Phường Hưng Lợi,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,150000,0,0,40,0
585196,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
586670,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,4,0,40,0
586070,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,1,1,0,0,0,7,50000,0,1,42,0
588698,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,5,0,72,0
589861,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
585576,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,7,50000,0,0,72,0
584526,Phường An Hoà,NKU,Fiber,1,5,0,0,0,0,0,0,0,0,0,7,209091,0,0,64,0
669936,Phường An Cư,NKU,Fiber,1,56,0,0,0,0,1,0,1,0,0,2,154545,0,1,80,0
665632,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,0,1,70,0
674449,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,0,50000,0,0,72,0
663613,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,81818,1,0,72,0
673102,Phường An Hoà,NKU,MyTV,0,4,0,0,0,0,0,0,0,1,0,1,50000,0,1,72,0
673241,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,81818,0,0,72,0
664555,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,1,60,0
669517,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,72,0
664966,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,0,0,62,0
664957,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,3,50000,2,0,49,0
663065,Phường Lê Bình,CRG,MyTV,1,5,0,0,0,0,0,0,0,0,0,4,50000,0,0,80,0
663370,Phường Long Hưng,OMN,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,50000,4,0,64,0
665963,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,0,0,72,0
672750,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72,0
674294,Phường Tân An,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,36363,0,0,72,0
668138,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,0,0,72,0
664830,Phường Trà An,BTY,MyTV,0,4,0,0,0,0,1,0,1,1,0,3,50000,1,0,59,0
670371,Phường Tân An,NKU,MyTV,0,4,0,0,0,0,1,0,1,0,0,2,81818,0,1,72,0
673558,Phường Trung Kiên,TNT,MyTV,0,4,0,0,0,0,0,0,0,0,0,1,50000,0,0,72,0
664455,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
662909,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,1,0,1,3,0,4,50000,0,1,72,0
674994,Phường An Cư,NKU,MyTV,0,2,0,0,0,0,0,0,0,2,0,0,50000,0,0,72,0
668672,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,50000,0,1,49,0
669624,Phường An Bình,NKU,MyTV,0,5,0,0,0,0,1,0,1,0,0,2,50000,0,0,59,0
670144,Phường Thới An Đông,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,50000,0,0,72,0
658573,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,70,0
589216,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
589506,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,6,1,70,0
659667,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,5,0,4,50000,4,0,70,0
588279,Phường Bình Thuỷ,BTY,MyTV,0,3,0,0,0,0,1,1,0,1,0,6,50000,0,0,72,0
616316,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,2,0,72,0
659657,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,81818,9,0,72,0
658317,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,66,0
659634,Phường Ba Láng,CRG,MyTV,0,2,1,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
590119,Xã Nhơn Nghĩa,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,4,0,72,0
622059,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,72,0
590106,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,72,0
660043,Thị Trấn Phong Điền,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,57000,0,0,72,0
627498,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,2,0,70,0
657771,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,1,0,1,1,0,5,68182,0,0,72,0
589575,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,7,0,72,0
658230,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
616409,Xã Nhơn Nghĩa,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
587873,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,1,0,72,0
587496,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,1,0,1,2,0,7,50000,0,0,72,0
661068,Xã Nhơn ái,PDN,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,50000,0,0,72,0
588148,Phường Tân An,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,6,50000,3,0,72,0
590154,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,0,0,72,0
659790,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,2,0,64,0
585206,Xã Trung Thạnh,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,6,0,40,0
588185,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,6,50000,0,0,72,0
589755,Phường Thốt Nốt,TNT,MyTV,0,3,0,0,0,0,0,0,0,3,0,6,50000,0,0,66,0
585577,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,81818,8,0,72,0
589911,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,70,0
640744,Xã Trung Thạnh,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,70,0
584910,Phường An Bình,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
627656,Xã Trường Thắng,TLI,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,81818,2,0,72,0
661808,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,1,72,0
599935,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
654142,Xã Thạnh Lợi,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,60,0
655193,Xã Thới Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,3,0,5,50000,0,0,70,0
655714,Xã Nhơn ái,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,0,1,64,0
634014,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,66,0
589722,Xã Nhơn Nghĩa,PDN,MyTV,0,4,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
658043,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,3,0,5,50000,0,0,70,0
587442,Xã Trường Thắng,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,2,0,72,0
660468,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,4,0,66,0
658724,Xã Thạnh Tiến,VTA,MyTV,0,4,0,0,0,0,0,0,0,2,0,5,81818,1,0,72,0
584909,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,7,0,40,0
658012,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,9,0,72,0
657984,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,1,0,70,0
627650,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,3,0,62,0
659180,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
588270,Xã Thạnh Phú,CDO,MyTV,0,2,1,1,0,1,1,0,1,2,0,6,81818,5,0,70,0
592446,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
655199,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,36363,2,0,72,0
654742,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,7,0,72,0
660928,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,4,0,72,0
610418,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,1,1,72,0
657858,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
655417,Xã Định Môn,TLI,MyTV,0,3,0,0,0,0,1,0,1,2,0,5,50000,2,0,72,0
653935,Phường An Khánh,NKU,MyTV,1,6,0,0,0,0,0,0,0,0,0,5,81818,2,1,96,0
655114,Xã Thạnh An,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,0,0,72,0
660931,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,72,0
661066,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,60,0
589864,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
622098,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,72,0
616315,Thị Trấn Phong Điền,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,1,52,0
585781,Xã Thạnh Quới,VTA,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
588289,Xã Thới Xuân,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,6,50000,0,0,70,0
588353,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
660169,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,70,0
658413,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,68182,1,0,64,0
585079,Phường Long Hoà,BTY,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,163636,0,1,40,0
590040,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,36363,0,0,66,0
585380,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,7,0,64,0
595947,Xã Đông Thuận,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
658942,TT Thạnh An,VTA,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,50000,0,0,66,0
659097,Phường Thới Long,OMN,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
658087,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,50000,2,0,70,0
585744,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,81818,3,0,72,0
627922,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
658842,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,60,0
661061,TT Thạnh An,VTA,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,50000,4,0,72,0
583564,Phường Long Hoà,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
587385,Phường Trường Lạc,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,50000,2,0,72,0
656480,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,4,0,5,81818,4,0,72,0
656368,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,81818,0,0,72,0
589841,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
610391,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
653914,Phường Thuận An,TNT,MyTV,0,2,0,0,0,0,0,0,0,3,0,5,50000,0,0,72,0
660300,Phường Hưng Lợi,NKU,MyTV,0,5,0,0,0,0,0,0,0,1,0,4,81818,1,0,72,0
588223,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,2,0,6,50000,6,0,72,0
622174,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,6,0,72,0
587297,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,9,0,40,0
660217,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,66,0
592027,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,81818,0,0,72,0
654738,Phường Trà Nóc,BTY,MyTV,1,7,0,0,0,0,0,0,0,5,0,5,50000,4,0,96,0
659828,Phường Tân An,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,81818,0,0,72,0
656230,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,70,0
583856,Phường Long Hoà,BTY,Fiber,0,3,0,0,0,0,0,0,0,0,0,7,177272,0,1,40,0
585770,Phường Thường Thạnh,CRG,MyTV,1,4,0,0,0,0,0,0,0,0,0,7,50000,1,1,96,0
587826,Xã Mỹ Khánh,PDN,MyTV,0,4,0,0,0,0,0,0,0,0,0,7,50000,0,0,72,0
658647,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
640795,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,2,0,72,0
604947,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,60,0
657891,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,70,0
657964,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,3,0,72,0
595999,Phường Thạnh Hoà,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
653758,Xã Thới Xuân,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,1,0,72,0
589664,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,1,1,72,0
599570,Phường Tân Lộc,TNT,MyTV,0,5,0,0,0,0,0,0,0,0,0,6,50000,8,0,72,0
655361,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,4,0,70,0
589743,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
590118,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,0,0,72,0
660804,Phường Tân An,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,81818,0,0,72,0
616209,Xã Thạnh Lộc,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,60,0
655548,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
585268,Phường An Nghiệp,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
656651,Phường Bùi Hữu Nghĩa,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
610458,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,4,0,70,0
660655,Phường Long Hưng,OMN,MyTV,0,4,0,0,0,0,1,0,1,0,0,4,50000,0,0,72,0
584981,Phường Tân Lộc,TNT,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,136364,0,0,40,0
584989,Phường Thới Thuận,TNT,MyTV,0,2,0,0,0,0,0,0,0,4,0,7,81818,1,0,70,0
588622,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
586693,Phường Hưng Lợi,NKU,Fiber,0,1,1,1,0,1,1,0,1,0,0,7,154545,0,0,40,0
587148,Phường An Nghiệp,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,81818,1,0,72,0
585334,Phường Bùi Hữu Nghĩa,BTY,MyTV,0,3,0,0,0,0,1,1,0,2,0,7,81818,2,1,72,0
585400,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,68182,2,0,60,0
585434,Xã Trường Long,PDN,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40,0
606040,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
587497,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,0,72,0
586069,Xã Trung An,CDO,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
585715,Xã Nhơn Nghĩa,PDN,MyTV,0,3,0,0,0,0,0,0,0,2,0,7,50000,1,0,66,0
616177,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,1,70,0
588199,Xã Tân Thạnh,TLI,MyTV,0,3,0,0,0,0,1,1,0,2,0,6,50000,8,1,72,0
663185,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,0,0,70,0
669653,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,81818,0,0,72,0
662406,Phường An Cư,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,5,0,72,0
662979,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,4,1,72,0
673559,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,50000,0,0,72,0
670938,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,0,0,72,0
673723,Phường Thới Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,50000,0,1,72,0
665964,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,1,0,72,0
675013,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,81818,0,0,72,0
673171,Phường An Thới,BTY,MyTV,1,4,0,0,0,0,0,0,0,0,0,1,50000,0,0,96,0
666267,Phường Ba Láng,CRG,MyTV,1,5,0,0,0,0,0,0,0,0,0,3,50000,2,0,96,0
674965,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,72,0
667815,Phường Phú Thứ,CRG,MyTV,0,4,0,0,0,0,1,0,1,0,0,2,50000,2,0,72,0
667891,Xã Đông Bình,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,68182,0,0,70,0
675003,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,70,0
665003,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,3,0,70,0
674212,Phường Thuận An,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,0,68182,0,0,72,0
667416,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,0,0,66,0
668563,Phường Phú Thứ,CRG,Fiber,0,3,0,0,0,0,1,0,1,0,0,2,177272,0,0,72,0
663409,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,1,0,1,4,0,4,50000,0,0,72,0
668425,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,3,0,72,0
670418,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,68182,0,0,32,0
669607,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,50000,0,0,72,0
673105,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72,0
671758,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,68182,0,0,72,0
667440,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,3,50000,1,1,72,0
582322,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,5,0,40,0
653593,Xã Thới Tân,TLI,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,1,0,72,0
654146,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,0,1,66,0
586608,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
604910,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
654066,Xã Đông Hiệp,CDO,MyTV,0,3,0,0,0,0,0,0,0,2,0,5,81818,1,0,72,0
654145,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,1,72,0
655032,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
